🇭🇰省港台,#genre#
CCTV12,http://117.169.121.162:6610/PLTV/88888910/224/3221225637/index.m3u8
CCTV13,http://117.169.121.162:6610/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://117.169.121.162:6610/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://117.169.121.162:6610/PLTV/88888910/224/3221225640/index.m3u8
CCTV15,http://117.169.121.162:6610/PLTV/88888910/224/3221225641/index.m3u8
CCTV17,http://117.169.121.162:6610/PLTV/88888910/224/3221225908/index.m3u8
纯享4K,http://117.169.121.162:6610/PLTV/88888910/224/3221225786/index.m3u8
CNC中文,http://117.169.121.162:6610/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://117.169.121.162:6610/PLTV/88888910/224/3221225693/index.m3u8
东南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225657/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225659/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225705/index.m3u8
河北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225732/index.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225703/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225700/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225699/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225704/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225674/index.m3u8
四川卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225698/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225691/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225697/index.m3u8
山西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225730/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225731/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225692/index.m3u8
吉林卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225664/index.m3u8
陕西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225667/index.m3u8
青海卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225727/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225690/index.m3u8
宁夏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225724/index.m3u8
西藏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225723/index.m3u8
新疆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225725/index.m3u8
旅游卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225722/index.m3u8
贵州卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225728/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225696/index.m3u8
超级体育,http://117.169.121.162:6610/PLTV/88888910/224/3221225622/index.m3u8
超级体育,http://117.169.121.162:6610/PLTV/88888910/224/3221225767/index.m3u8
超级电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225623/index.m3u8
超级电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225766/index.m3u8
超级电视剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225625/index.m3u8
超级电视剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225765/index.m3u8
超级综艺,http://117.169.121.162:6610/PLTV/88888910/224/3221225620/index.m3u8
超级综艺,http://117.169.121.162:6610/PLTV/88888910/224/3221225768/index.m3u8
哒啵赛事,http://117.169.121.162:6610/PLTV/88888910/224/3221225653/index.m3u8
哒啵赛事,http://117.169.121.162:6610/PLTV/88888910/224/3221225749/index.m3u8
哒啵赛事,http://117.169.121.162:6610/PLTV/88888910/224/3221225750/index.m3u8
精品大剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225714/index.m3u8
精品纪录,http://117.169.121.162:6610/PLTV/88888910/224/3221225710/index.m3u8
精品体育,http://117.169.121.162:6610/PLTV/88888910/224/3221225648/index.m3u8
精品体育,http://117.169.121.162:6610/PLTV/88888910/224/3221225709/index.m3u8
金牌综艺,http://117.169.121.162:6610/PLTV/88888910/224/3221225711/index.m3u8
古装剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225678/index.m3u8
农业致富,http://117.169.121.162:6610/PLTV/88888910/224/3221225670/index.m3u8
军旅剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225669/index.m3u8
明星大片,http://117.169.121.162:6610/PLTV/88888910/224/3221225716/index.m3u8
中国功夫,http://117.169.121.162:6610/PLTV/88888910/224/3221225660/index.m3u8
炫舞未来,http://117.169.121.162:6610/PLTV/88888910/224/3221225707/index.m3u8
东北热剧,http://117.169.121.162:6610/PLTV/88888910/224/3221226202/index.m3u8
海外剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225712/index.m3u8
明星剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225716/index.m3u8
欢乐剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221226210/index.m3u8
黑莓动画,http://117.169.121.162:6610/PLTV/88888910/224/3221225672/index.m3u8
黑莓电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225718/index.m3u8
黑莓电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225764/index.m3u8
黑莓电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225769/index.m3u8
中国教育-1,http://117.169.121.162:6610/PLTV/88888910/224/3221225661/index.m3u8
北京纪实,http://117.169.121.162:6610/PLTV/88888910/224/3221225675/index.m3u8
北京纪实,http://117.169.121.162:6610/PLTV/88888910/224/3221225676/index.m3u8
上海纪实,http://117.169.121.162:6610/PLTV/88888910/224/3221225654/index.m3u8
上海纪实,http://117.169.121.162:6610/PLTV/88888910/224/3221225655/index.m3u8
卡酷少儿,http://117.169.121.162:6610/PLTV/88888910/224/3221225677/index.m3u8
优漫卡通,http://117.169.121.162:6610/PLTV/88888910/224/3221225665/index.m3u8
炫动卡通,http://117.169.121.162:6610/PLTV/88888910/224/3221225720/index.m3u8

🐼丨江西移动,#genre#
CCTV1,http://39.134.115.163:8080/TVOD/88888910/224/3221225642/index.m3u8
CCTV2,http://39.134.115.163:8080/TVOD/88888910/224/3221225619/index.m3u8
CCTV3,http://39.134.115.163:8080/TVOD/88888910/224/3221225647/index.m3u8
CCTV4,http://39.134.115.163:8080/TVOD/88888910/224/3221225621/index.m3u8
CCTV5,http://39.134.115.163:8080/TVOD/88888910/224/3221225633/index.m3u8
CCTV6,http://39.134.115.163:8080/TVOD/88888910/224/3221225649/index.m3u8
CCTV7,http://39.134.115.163:8080/TVOD/88888910/224/3221225650/index.m3u8
CCTV8,http://39.134.115.163:8080/TVOD/88888910/224/3221225624/index.m3u8
CCTV9,http://39.134.115.163:8080/TVOD/88888910/224/3221225635/index.m3u8
CCTV10,http://39.134.115.163:8080/TVOD/88888910/224/3221225626/index.m3u8
CCTV11,http://39.134.115.163:8080/TVOD/88888910/224/3221225627/index.m3u8
CCTV12,http://39.134.115.163:8080/TVOD/88888910/224/3221225628/index.m3u8
CCTV13,http://39.134.115.163:8080/TVOD/88888910/224/3221225629/index.m3u8
CCTV14,http://39.134.115.163:8080/TVOD/88888910/224/3221225638/index.m3u8
CCTV15,http://39.134.115.163:8080/TVOD/88888910/224/3221225639/index.m3u8
CCTV16,http://39.134.115.163:8080/TVOD/88888910/224/3221225641/index.m3u8
CCTV17,http://39.134.115.163:8080/TVOD/88888910/224/3221225908/index.m3u8
CCTV2,http://39.134.115.163:8080/TVOD/88888910/224/3221225643/index.m3u8
CCTV3,http://39.134.115.163:8080/TVOD/88888910/224/3221225634/index.m3u8
CCTV5,http://39.134.115.163:8080/TVOD/88888910/224/3221225648/index.m3u8
CCTV5+,http://39.134.115.163:8080/TVOD/88888910/224/3221225706/index.m3u8
CCTV6,http://39.134.115.163:8080/TVOD/88888910/224/3221225632/index.m3u8
CCTV7,http://39.134.115.163:8080/TVOD/88888910/224/3221225644/index.m3u8
CCTV8,http://39.134.115.163:8080/TVOD/88888910/224/3221225631/index.m3u8
CCTV9,http://39.134.115.163:8080/TVOD/88888910/224/3221225646/index.m3u8
CCTV10,http://39.134.115.163:8080/TVOD/88888910/224/3221225636/index.m3u8
CCTV12,http://39.134.115.163:8080/TVOD/88888910/224/3221225637/index.m3u8
CCTV14,http://39.134.115.163:8080/TVOD/88888910/224/3221225640/index.m3u8
CCTV1,http://39.134.115.163:8080/TVOD/88888910/224/3221225618/index.m3u8
纯享4K,http://39.134.115.163:8080/TVOD/88888910/224/3221225786/index.m3u8
东南卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225657/index.m3u8
东方卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225659/index.m3u8
江苏卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225702/index.m3u8
江西卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225746/index.m3u8
江西卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225705/index.m3u8
河北卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225732/index.m3u8
浙江卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225703/index.m3u8
深圳卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225700/index.m3u8
湖北卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225699/index.m3u8
湖南卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225704/index.m3u8
北京卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225674/index.m3u8
北京纪实,http://39.134.115.163:8080/TVOD/88888910/224/3221225675/index.m3u8
北京纪实,http://39.134.115.163:8080/TVOD/88888910/224/3221225676/index.m3u8
上海纪实,http://39.134.115.163:8080/TVOD/88888910/224/3221225654/index.m3u8
上海纪实,http://39.134.115.163:8080/TVOD/88888910/224/3221225655/index.m3u8
四川卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225733/index.m3u8
天津卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225739/index.m3u8
天津卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225698/index.m3u8
安徽卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225691/index.m3u8
山东卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225738/index.m3u8
山东卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225697/index.m3u8
山西卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225730/index.m3u8
广东卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225701/index.m3u8
广西卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225731/index.m3u8
重庆卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225692/index.m3u8
吉林卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225680/index.m3u8
云南卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225664/index.m3u8
陕西卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225667/index.m3u8
青海卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225727/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225690/index.m3u8
宁夏卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225724/index.m3u8
西藏卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225723/index.m3u8
新疆卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225725/index.m3u8
旅游卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225722/index.m3u8
贵州卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225728/index.m3u8
辽宁卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.134.115.163:8080/TVOD/88888910/224/3221225696/index.m3u8
超级体育,http://39.134.115.163:8080/TVOD/88888910/224/3221225622/index.m3u8
超级电影,http://39.134.115.163:8080/TVOD/88888910/224/3221225623/index.m3u8
超级电视剧,http://39.134.115.163:8080/TVOD/88888910/224/3221225625/index.m3u8
超级综艺,http://39.134.115.163:8080/TVOD/88888910/224/3221225620/index.m3u8
超级体育,http://39.134.115.163:8080/TVOD/88888910/224/3221225767/index.m3u8
超级电影,http://39.134.115.163:8080/TVOD/88888910/224/3221225766/index.m3u8
超级电视剧,http://39.134.115.163:8080/TVOD/88888910/224/3221225765/index.m3u8
超级综艺,http://39.134.115.163:8080/TVOD/88888910/224/3221225768/index.m3u8
精品体育,http://39.134.115.163:8080/TVOD/88888910/224/3221225709/index.m3u8
精品大剧,http://39.134.115.163:8080/TVOD/88888910/224/3221225714/index.m3u8
精品电影,http://39.134.115.163:8080/TVOD/88888910/224/3221225718/index.m3u8
精品纪录,http://39.134.115.163:8080/TVOD/88888910/224/3221225710/index.m3u8
金牌综艺,http://39.134.115.163:8080/TVOD/88888910/224/3221225711/index.m3u8
金鹰卡通,http://39.134.115.163:8080/TVOD/88888910/224/3221225721/index.m3u8
卡酷少儿,http://39.134.115.163:8080/TVOD/88888910/224/3221225677/index.m3u8
古装剧场,http://39.134.115.163:8080/TVOD/88888910/224/3221225678/index.m3u8
动画王国,http://39.134.115.163:8080/TVOD/88888910/224/3221225672/index.m3u8
农业致富,http://39.134.115.163:8080/TVOD/88888910/224/3221225670/index.m3u8
军旅剧场,http://39.134.115.163:8080/TVOD/88888910/224/3221225669/index.m3u8
优漫卡通,http://39.134.115.163:8080/TVOD/88888910/224/3221225665/index.m3u8
明星大片,http://39.134.115.163:8080/TVOD/88888910/224/3221225716/index.m3u8
中国功夫,http://39.134.115.163:8080/TVOD/88888910/224/3221225660/index.m3u8
中国教育1,http://39.134.115.163:8080/TVOD/88888910/224/3221225661/index.m3u8
炫动卡通,http://39.134.115.163:8080/TVOD/88888910/224/3221225720/index.m3u8
炫舞未来,http://39.134.115.163:8080/TVOD/88888910/224/3221225707/index.m3u8

🐼丨江西回看,#genre#
CCTV-1综合,http://39.135.138.59:18890/TVOD/88888910/224/3221225642/index.m3u8
CCTV-2财经,http://39.135.138.59:18890/TVOD/88888910/224/3221225643/index.m3u8
CCTV-3综艺,http://39.135.138.59:18890/TVOD/88888910/224/3221225634/index.m3u8
CCTV-4国际,http://39.135.138.59:18890/TVOD/88888910/224/3221225621/index.m3u8
CCTV-5,http://39.135.138.59:18890/TVOD/88888910/224/3221225633/index.m3u8
CCTV-5+,http://39.135.138.59:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV-6电影,http://39.135.138.59:18890/TVOD/88888910/224/3221225632/index.m3u8
CCTV-7国防军事,http://39.135.138.59:18890/TVOD/88888910/224/3221225644/index.m3u8
CCTV-8电视剧,http://39.135.138.59:18890/TVOD/88888910/224/3221225631/index.m3u8
CCTV-9纪录,http://39.135.138.59:18890/TVOD/88888910/224/3221225646/index.m3u8
CCTV-10科教,http://39.135.138.59:18890/TVOD/88888910/224/3221225636/index.m3u8
CCTV-11戏曲,http://39.135.138.59:18890/TVOD/88888910/224/3221225628/index.m3u8
CCTV-12社会与法,http://39.135.138.59:18890/TVOD/88888910/224/3221225637/index.m3u8
CCTV-13新闻,http://39.135.138.59:18890/TVOD/88888910/224/3221225638/index.m3u8
CCTV-14少儿,http://39.135.138.59:18890/TVOD/88888910/224/3221225639/index.m3u8
CCTV-15音乐,http://39.135.138.59:18890/TVOD/88888910/224/3221225641/index.m3u8
CCTV-17农业农村,http://39.135.138.59:18890/TVOD/88888910/224/3221225909/index.m3u8
北京卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225674/index.m3u8
浙江卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225703/index.m3u8
东方卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225659/index.m3u8
湖南卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225704/index.m3u8
江苏卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225702/index.m3u8
湖北卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225699/index.m3u8
深圳卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225700/index.m3u8
山东卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225697/index.m3u8
辽宁卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225696/index.m3u8
广东卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225701/index.m3u8
黑龙江卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225690/index.m3u8
天津卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225698/index.m3u8
重庆卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225692/index.m3u8
东南卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225657/index.m3u8
江西卫视 HD,http://39.135.138.59:18890/TVOD/88888910/224/3221225705/index.m3u8

🐼丨江苏地区,#genre#
CCTV1HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227675/index.m3u8
CCTV2HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227708/index.m3u8
CCTV3HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV4HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV5HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8
CCTV5+,http://ott.js.chinamobile.com/PLTV/3/224/3221227714/index.m3u8
CCTV6HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227664/index.m3u8
CCTV7HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227642/index.m3u8
CCTV8HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227667/index.m3u8
CCTV9HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227659/index.m3u8
CCTV10HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227717/index.m3u8
CCTV11HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8
CCTV12HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227655/index.m3u8
CCTV13HD,http://ott.js.chinamobile.com/PLTV/3/224/3221225560/index.m3u8
CCTV14HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227656/index.m3u8
CCTV15HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8
CCTV16HD,http://ott.js.chinamobile.com/PLTV/3/224/3221228144/index.m3u8
CCTV17HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227726/index.m3u8
江苏卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227668/index.m3u8
浙江卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227744/index.m3u8
北京卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227652/index.m3u8
湖南卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227735/index.m3u8
广东卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227673/index.m3u8
东方卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227732/index.m3u8
黑龙江卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227662/index.m3u8
深圳卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
山东卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227671/index.m3u8
天津卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227741/index.m3u8
湖北卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227665/index.m3u8
重庆卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227729/index.m3u8
安徽卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227653/index.m3u8
江西卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227738/index.m3u8
辽宁卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227676/index.m3u8
东南卫视HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227670/index.m3u8
CCTV1,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227634/index.m3u8
CCTV2,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8
CCTV3,http://223.110.242.162:6610/jsyd/live1/G_CCTV-3-MD/G_CCTV-3-MD/
CCTV4,http://223.110.242.198:6610/jsyd/live1/G_CCTV-4-MD/G_CCTV-4-MD/
CCTV5,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227166/index.m3u8
CCTV5+,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227631/index.m3u8
CCTV6,http://223.110.242.156:6610/gitv/live1/G_CCTV-6-CQ/G_CCTV-6-CQ/
CCTV7,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV8,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227204/index.m3u8
CCTV9,http://223.110.242.142:6610/cntv/live1/HD-8000k-1080P-cctv9/1.m3u8
CCTV10,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8
CCTV11,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227524/index.m3u8
CCTV12,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8
CCTV13,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8
CCTV14,http://223.110.242.134:6610/cntv/live1/HD-8000k-1080P-cctv14/1.m3u8
CCTV15,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227538/index.m3u8
CCTV16,http://ott.js.chinamobile.com/TVOD/3/224/3221228168/index.m3u8
CCTV17,http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227589/index.m3u8
CCTV 4K,http://ott.js.chinamobile.com/TVOD/3/224/3221228242/index.m3u8
CCTV女时尚,http://223.110.245.152/ott.js.chinamobile.com/PLTV/3/224/3221227026/index.m3u8
CCTV老故事,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227043/index.m3u8
CGTN,http://223.110.236.13/ott.js.chinamobile.com/PLTV/3/224/3221228095/index.m3u8
CGTN纪录,http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227574/index.m3u8
SiTV欢笑剧场,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
中国教育1,http://223.110.243.140/ott.js.chinamobile.com/PLTV/3/224/3221227560/index.m3u8
东南卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227553/index.m3u8
东方卫视,http://223.110.242.142:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/
北京卫视,http://223.110.244.139:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/
天津卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227633/index.m3u8
安徽卫视,http://223.110.242.158:6610/gitv/live1/G_ANHUI-CQ/G_ANHUI-CQ/
山东卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227258/index.m3u8
广东卫视,http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227476/index.m3u8
江苏卫视,http://223.110.242.133:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
浙江卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227491/index.m3u8
深圳卫视,http://223.110.244.203:6610/gitv/live1/G_SHENZHEN-CQ/G_SHENZHEN-CQ/
湖北卫视,http://223.110.242.214:6610/gitv/live1/G_HUBEI-CQ/G_HUBEI-CQ/
湖南卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8
辽宁卫视,http://223.110.244.204:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ/
重庆卫视,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227550/index.m3u8
黑龙江卫视,http://223.110.244.212:6610/gitv/live1/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ/
云南卫视,http://223.110.243.152/ott.js.chinamobile.com/PLTV/3/224/3221227571/index.m3u8
青海卫视,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227554/index.m3u8
内蒙古卫视,http://223.110.243.140/ott.js.chinamobile.com/PLTV/3/224/3221227557/index.m3u8
四川卫视,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227556/index.m3u8
宁夏卫视,http://223.110.243.140/ott.js.chinamobile.com/PLTV/3/224/3221227563/index.m3u8
山西卫视,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227559/index.m3u8
延边卫视,http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227002/index.m3u8
江西卫视,http://223.110.242.133:6610/gitv/live1/G_JIANGXI-CQ/G_JIANGXI-CQ/
河北卫视,http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227545/index.m3u8
河南卫视,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227521/index.m3u8
